-0.15578549	-0.011134145	0.07407815	-0.019358847	0.011128282	0.026534848	-0.044587173	-0.034000218	-0.014752174	0.026882049	-0.024560247	0.08385619	-0.00011714084	-0.042815585	-0.031911075	0.04907511
-0.09340856	-0.010694018	0.052953433	0.0015838321	-0.0018703728	0.048105586	-0.043890435	0.08109876	0.01634345	0.05381274	-0.05868589	0.051339578	0.03298582	-0.041966807	-0.09810201	0.017686708
-0.05089895	-0.015213902	0.09399082	0.024258077	0.10717313	-0.019055886	0.009350516	-0.006179317	0.056956753	0.0337945	0.0064860666	0.13263321	0.014326808	-0.057882983	-0.043659918	0.070465244
-0.0580632	0.044811662	0.03152685	-0.016240077	0.06457168	0.07324288	-0.06896778	-0.021647811	0.014411484	-0.005566252	-0.10247055	0.1065372	0.02624578	-0.04341489	-0.058378913	0.07719758
-0.08203336	-0.013975517	0.10599218	0.032280326	0.006062199	0.02337994	-0.075910844	-0.035151374	-0.0047567557	0.0453259	-0.056715604	0.082312785	-0.039848946	0.0014051921	-0.01729231	0.0049700877
-0.082976855	-0.036889493	0.04616601	0.03001056	0.051264253	0.1108251	0.02003955	0.020570662	0.06170399	-0.011752258	-0.052004285	0.08081265	0.039837074	0.016654273	-0.01687552	0.062126964
0.063608706	-0.06637897	0.064599186	0.019751927	0.026484935	0.039612852	-0.0717399	-0.0384653	0.09489087	-0.05941526	-0.05142059	0.050141197	0.020764703	-0.0516145	0.029189182	0.055764683
0.059697844	-0.08559438	-6.3842315e-05	0.05546863	0.060924333	0.003195145	-0.09901742	-0.022744918	-0.018498862	0.040639892	-0.05224422	0.04638956	0.092616744	-0.0104254	-0.048251566	0.085398376
-0.032043684	0.052115142	0.031671014	0.009004956	0.08310406	-4.5733468e-05	-0.042306203	-0.0616223	0.06964551	0.023765417	-0.0027113587	0.050132334	0.09588588	0.0013441062	-0.028806115	0.044732224
-0.03697492	0.056753423	0.0155962715	0.050737705	0.06531065	0.07706615	-0.04396514	-0.01834617	-0.043299865	0.037710473	-0.021576751	0.03040032	0.011975982	-0.02822867	-0.037200697	0.03332412
-0.009318797	0.015833946	0.10748122	0.005271014	0.021224948	0.04066818	-0.14646815	-0.037734795	-0.041932415	-0.022303294	-0.11215805	0.0678245	0.010676856	0.026473777	-0.03390711	0.04323223
